S.No, ,S.No, ,Product ID, ,Category, ,Product Name, ,Product Price, ,Quantity, ,Description

1, ,937674081746253, ,Grocery, ,Rafhan Strawberry Custard, ,85, ,500, ,"300 gm, Rs. 85 for each pack.
Fulfill your Basic Needs
All Natural Ingredients."
